zip5,indi_bern,indi_hill,count_bern,count_hill,amt_bern,amt_hill
,608.0,843.0,2471.0,1548.0,243845.0,1258317.0
 3102,1.0,0.0,4.0,0.0,400.0,0.0
 RH6 ,1.0,0.0,1.0,0.0,100.0,0.0
000 H,1.0,0.0,3.0,0.0,110.0,0.0
000 V,1.0,0.0,1.0,0.0,5.0,0.0
00000,1145.0,4.0,6622.0,4.0,1007702.0,3000.0
00001,1.0,0.0,2.0,0.0,300.0,0.0
00003,0.0,2.0,0.0,3.0,0.0,600.0
00006,0.0,1.0,0.0,4.0,0.0,275.0
00009,1.0,0.0,1.0,0.0,100.0,0.0
00010,2.0,0.0,23.0,0.0,1927.0,0.0
00011,1.0,0.0,9.0,0.0,231.0,0.0
00018,1.0,0.0,8.0,0.0,490.0,0.0
00020,1.0,0.0,1.0,0.0,100.0,0.0
00023,1.0,0.0,11.0,0.0,201.0,0.0
00030,1.0,0.0,1.0,0.0,100.0,0.0
00035,1.0,0.0,3.0,0.0,300.0,0.0
00037,1.0,0.0,1.0,0.0,250.0,0.0
00041,1.0,0.0,1.0,0.0,250.0,0.0
00042,1.0,0.0,1.0,0.0,5.0,0.0
00052,1.0,0.0,12.0,0.0,230.0,0.0
00054,1.0,0.0,8.0,0.0,107.0,0.0
00058,1.0,0.0,3.0,0.0,200.0,0.0
00059,1.0,0.0,1.0,0.0,250.0,0.0
00100,1.0,0.0,4.0,0.0,400.0,0.0
00106,1.0,0.0,1.0,0.0,25.0,0.0
00116,1.0,0.0,4.0,0.0,48.0,0.0
00120,1.0,0.0,5.0,0.0,123.0,0.0
00122,1.0,0.0,1.0,0.0,50.0,0.0
00135,0.0,1.0,0.0,3.0,0.0,150.0
00139,1.0,0.0,4.0,0.0,400.0,0.0
00141,1.0,0.0,3.0,0.0,750.0,0.0
00145,1.0,0.0,4.0,0.0,427.0,0.0
00151,1.0,0.0,1.0,0.0,500.0,0.0
00153,1.0,0.0,1.0,0.0,100.0,0.0
00160,1.0,0.0,6.0,0.0,3000.0,0.0
00180,1.0,0.0,1.0,0.0,50.0,0.0
00187,0.0,1.0,0.0,1.0,0.0,2700.0
00198,2.0,0.0,4.0,0.0,1100.0,0.0
00210,1.0,0.0,10.0,0.0,261.0,0.0
00220,1.0,0.0,2.0,0.0,62.0,0.0
00251,1.0,0.0,26.0,0.0,435.0,0.0
00273,1.0,0.0,3.0,0.0,750.0,0.0
00280,1.0,0.0,1.0,0.0,500.0,0.0
00371,1.0,0.0,5.0,0.0,135.0,0.0
00454,1.0,0.0,2.0,0.0,1000.0,0.0
00458,1.0,0.0,3.0,0.0,750.0,0.0
00500,1.0,0.0,1.0,0.0,20.0,0.0
00520,1.0,0.0,7.0,0.0,35.0,0.0
00591,2.0,0.0,30.0,0.0,274.0,0.0
00600,1.0,0.0,10.0,0.0,252.0,0.0
00602,2.0,0.0,29.0,0.0,2295.0,0.0
00603,3.0,1.0,33.0,2.0,486.0,2700.0
00605,0.0,2.0,0.0,2.0,0.0,1000.0
00610,0.0,1.0,0.0,1.0,0.0,250.0
00612,4.0,0.0,75.0,0.0,3802.0,0.0
00622,1.0,0.0,4.0,0.0,150.0,0.0
00624,1.0,0.0,3.0,0.0,70.0,0.0
00641,1.0,0.0,21.0,0.0,1928.0,0.0
00646,3.0,10.0,10.0,13.0,377.0,22900.0
00653,0.0,2.0,0.0,7.0,0.0,1624.0
00658,1.0,0.0,2.0,0.0,85.0,0.0
00659,0.0,1.0,0.0,2.0,0.0,112.0
00660,0.0,1.0,0.0,1.0,0.0,2000.0
00662,1.0,1.0,12.0,3.0,102.0,125.0
00669,1.0,0.0,6.0,0.0,1157.0,0.0
00676,0.0,1.0,0.0,1.0,0.0,500.0
00677,0.0,2.0,0.0,2.0,0.0,5400.0
00680,1.0,2.0,25.0,2.0,801.0,5400.0
00681,2.0,3.0,20.0,3.0,524.0,4000.0
00683,1.0,1.0,25.0,2.0,1120.0,200.0
00684,1.0,0.0,4.0,0.0,204.0,0.0
00685,1.0,0.0,5.0,0.0,78.0,0.0
00692,0.0,1.0,0.0,3.0,0.0,3000.0
00693,0.0,2.0,0.0,3.0,0.0,2250.0
00694,0.0,1.0,0.0,1.0,0.0,1000.0
00703,1.0,0.0,4.0,0.0,315.0,0.0
00705,1.0,0.0,6.0,0.0,300.0,0.0
00708,2.0,0.0,41.0,0.0,1206.0,0.0
00712,1.0,0.0,2.0,0.0,200.0,0.0
00715,0.0,1.0,0.0,1.0,0.0,2700.0
00717,0.0,1.0,0.0,1.0,0.0,2700.0
00718,1.0,0.0,78.0,0.0,1728.0,0.0
00719,1.0,0.0,24.0,0.0,2038.0,0.0
00721,1.0,0.0,7.0,0.0,176.0,0.0
00725,2.0,5.0,11.0,15.0,938.0,6116.0
00726,0.0,2.0,0.0,2.0,0.0,3700.0
00727,0.0,1.0,0.0,1.0,0.0,250.0
00729,2.0,0.0,38.0,0.0,866.0,0.0
00732,0.0,1.0,0.0,1.0,0.0,1000.0
00734,0.0,1.0,0.0,1.0,0.0,2700.0
00735,0.0,1.0,0.0,2.0,0.0,40.0
00736,2.0,1.0,27.0,3.0,1378.0,600.0
00737,2.0,3.0,2.0,22.0,95.0,8750.0
00738,2.0,1.0,9.0,1.0,475.0,1000.0
00745,1.0,1.0,4.0,1.0,1500.0,500.0
00754,1.0,0.0,3.0,0.0,150.0,0.0
00757,1.0,0.0,5.0,0.0,100.0,0.0
00765,1.0,0.0,4.0,0.0,102.0,0.0
00769,0.0,1.0,0.0,1.0,0.0,2700.0
00773,0.0,3.0,0.0,34.0,0.0,3228.0
00775,5.0,0.0,51.0,0.0,2469.0,0.0
00780,1.0,1.0,1.0,7.0,250.0,770.0
00791,1.0,3.0,8.0,3.0,355.0,7400.0
00792,0.0,1.0,0.0,5.0,0.0,655.0
00795,1.0,0.0,7.0,0.0,315.0,0.0
00801,4.0,1.0,32.0,9.0,3761.0,300.0
00802,11.0,10.0,126.0,58.0,6823.0,7342.0
00803,1.0,3.0,6.0,9.0,213.0,1750.0
00804,1.0,3.0,29.0,3.0,4700.0,3000.0
00820,7.0,3.0,46.0,15.0,3502.0,2320.0
00821,0.0,1.0,0.0,1.0,0.0,2700.0
00822,0.0,1.0,0.0,3.0,0.0,40.0
00823,1.0,2.0,2.0,3.0,100.0,150.0
00824,0.0,1.0,0.0,7.0,0.0,327.0
00830,8.0,1.0,44.0,1.0,3295.0,50.0
00831,7.0,0.0,171.0,0.0,6576.0,0.0
00840,0.0,1.0,0.0,1.0,0.0,200.0
00841,1.0,1.0,2.0,1.0,1000.0,100.0
00851,4.0,1.0,42.0,6.0,3815.0,201.0
00864,1.0,0.0,14.0,0.0,235.0,0.0
00901,8.0,7.0,46.0,9.0,7964.0,6275.0
00902,1.0,6.0,1.0,12.0,100.0,11600.0
00907,10.0,30.0,177.0,46.0,8791.0,51000.0
00908,3.0,5.0,18.0,5.0,710.0,13500.0
00909,0.0,2.0,0.0,2.0,0.0,3700.0
00910,1.0,4.0,7.0,7.0,1515.0,8515.0
00911,5.0,10.0,31.0,57.0,2247.0,17269.0
00912,0.0,3.0,0.0,3.0,0.0,4200.0
00913,2.0,4.0,11.0,17.0,722.0,6655.0
00914,0.0,2.0,0.0,4.0,0.0,9100.0
00917,1.0,1.0,34.0,1.0,330.0,1000.0
00918,13.0,12.0,200.0,20.0,5930.0,17400.0
00919,4.0,9.0,91.0,9.0,4339.0,22600.0
00920,2.0,3.0,40.0,3.0,1349.0,6400.0
00922,0.0,3.0,0.0,3.0,0.0,6400.0
00923,1.0,1.0,8.0,7.0,270.0,275.0
00924,1.0,5.0,6.0,29.0,600.0,533.0
00925,0.0,1.0,0.0,1.0,0.0,75.0
00926,10.0,20.0,169.0,30.0,2890.0,34180.0
00927,12.0,11.0,51.0,42.0,6020.0,24867.0
00928,1.0,1.0,20.0,1.0,444.0,1500.0
00929,0.0,2.0,0.0,3.0,0.0,3700.0
00930,1.0,0.0,1.0,0.0,100.0,0.0
00936,2.0,18.0,14.0,23.0,724.0,31375.0
00949,3.0,2.0,18.0,3.0,553.0,7900.0
00950,2.0,2.0,34.0,2.0,921.0,2950.0
00952,0.0,1.0,0.0,1.0,0.0,2600.0
00953,2.0,1.0,31.0,1.0,764.0,2600.0
00956,0.0,1.0,0.0,8.0,0.0,269.0
00958,0.0,1.0,0.0,2.0,0.0,194.0
00959,2.0,1.0,14.0,1.0,659.0,500.0
00960,0.0,5.0,0.0,6.0,0.0,16100.0
00961,1.0,3.0,5.0,5.0,615.0,8308.0
00966,8.0,19.0,41.0,28.0,2080.0,49292.0
00968,0.0,5.0,0.0,11.0,0.0,13607.0
00969,5.0,7.0,55.0,30.0,1692.0,6765.0
00971,0.0,1.0,0.0,1.0,0.0,1000.0
00976,2.0,4.0,20.0,17.0,1171.0,2435.0
00977,1.0,0.0,42.0,0.0,1091.0,0.0
00978,0.0,1.0,0.0,4.0,0.0,90.0
00979,2.0,3.0,4.0,54.0,578.0,5534.0
00983,1.0,2.0,5.0,2.0,254.0,3700.0
00984,0.0,1.0,0.0,1.0,0.0,2700.0
00985,1.0,0.0,2.0,0.0,50.0,0.0
00987,2.0,0.0,7.0,0.0,530.0,0.0
00CEN,1.0,0.0,1.0,0.0,100.0,0.0
00N/A,1.0,0.0,1.0,0.0,100.0,0.0
00NW7,1.0,0.0,1.0,0.0,50.0,0.0
00NW8,1.0,0.0,1.0,0.0,100.0,0.0
01001,5.0,3.0,30.0,5.0,1192.0,750.0
01002,232.0,49.0,2514.0,162.0,162422.0,17822.0
01003,1.0,0.0,2.0,0.0,173.0,0.0
01004,5.0,1.0,53.0,2.0,2139.0,750.0
01005,17.0,1.0,228.0,4.0,5103.0,566.0
01007,50.0,10.0,537.0,31.0,23164.0,2932.0
01008,3.0,0.0,32.0,0.0,943.0,0.0
01009,1.0,0.0,5.0,0.0,34.0,0.0
01010,4.0,0.0,14.0,0.0,501.0,0.0
01011,3.0,0.0,22.0,0.0,2130.0,0.0
01012,7.0,0.0,66.0,0.0,5203.0,0.0
01013,7.0,0.0,75.0,0.0,3376.0,0.0
01020,11.0,3.0,141.0,10.0,5767.0,933.0
01024,1.0,0.0,2.0,0.0,54.0,0.0
01026,10.0,0.0,67.0,0.0,1962.0,0.0
01027,61.0,21.0,477.0,88.0,19918.0,9090.0
01028,17.0,6.0,105.0,30.0,5893.0,2569.0
01029,1.0,0.0,4.0,0.0,104.0,0.0
01030,10.0,2.0,103.0,17.0,3052.0,390.0
01031,1.0,0.0,1.0,0.0,50.0,0.0
01032,2.0,0.0,28.0,0.0,2229.0,0.0
01033,10.0,3.0,36.0,4.0,2858.0,1350.0
01034,4.0,1.0,17.0,1.0,288.0,50.0
01035,24.0,4.0,153.0,7.0,6563.0,420.0
01036,5.0,3.0,59.0,11.0,4371.0,2050.0
01037,3.0,2.0,49.0,5.0,1409.0,400.0
01038,15.0,5.0,129.0,18.0,11914.0,410.0
01039,13.0,3.0,174.0,11.0,11952.0,748.0
01040,49.0,11.0,514.0,26.0,29011.0,8569.0
01050,3.0,3.0,139.0,6.0,3203.0,1231.0
01051,1.0,0.0,2.0,0.0,700.0,0.0
01053,20.0,8.0,285.0,50.0,12085.0,1096.0
01054,52.0,10.0,482.0,20.0,26553.0,2661.0
01056,10.0,3.0,81.0,23.0,8710.0,352.0
01057,13.0,1.0,194.0,1.0,7500.0,38.0
01059,1.0,1.0,8.0,1.0,150.0,100.0
01060,179.0,52.0,1827.0,160.0,92671.0,32279.0
01061,9.0,3.0,58.0,16.0,3829.0,2872.0
01062,85.0,26.0,590.0,69.0,43832.0,20203.0
01063,2.0,0.0,9.0,0.0,1650.0,0.0
01066,2.0,0.0,8.0,0.0,500.0,0.0
01068,4.0,0.0,8.0,0.0,244.0,0.0
01069,10.0,0.0,63.0,0.0,2702.0,0.0
01070,7.0,0.0,231.0,0.0,8045.0,0.0
01071,4.0,0.0,78.0,0.0,1563.0,0.0
01072,27.0,4.0,357.0,9.0,32459.0,3023.0
01073,22.0,4.0,292.0,5.0,13189.0,2550.0
01075,36.0,18.0,544.0,52.0,19052.0,5857.0
01076,1.0,0.0,1.0,0.0,200.0,0.0
01077,8.0,2.0,107.0,13.0,3093.0,138.0
01080,2.0,0.0,23.0,0.0,411.0,0.0
01081,3.0,0.0,115.0,0.0,2919.0,0.0
01082,8.0,0.0,75.0,0.0,1555.0,0.0
01083,1.0,0.0,1.0,0.0,35.0,0.0
01084,2.0,0.0,7.0,0.0,240.0,0.0
01085,30.0,3.0,265.0,21.0,9496.0,703.0
01088,3.0,0.0,20.0,0.0,892.0,0.0
01089,28.0,5.0,398.0,21.0,10549.0,4780.0
01090,1.0,0.0,3.0,0.0,250.0,0.0
01093,5.0,2.0,21.0,9.0,3547.0,1800.0
01095,21.0,14.0,193.0,29.0,10017.0,15128.0
01096,24.0,5.0,116.0,17.0,20078.0,935.0
01097,1.0,0.0,4.0,0.0,254.0,0.0
01098,9.0,5.0,68.0,16.0,5724.0,1477.0
01099,1.0,0.0,7.0,0.0,190.0,0.0
01103,1.0,0.0,1.0,0.0,50.0,0.0
01104,4.0,1.0,53.0,1.0,1167.0,200.0
01105,4.0,3.0,64.0,8.0,999.0,842.0
01106,25.0,33.0,220.0,67.0,15163.0,35560.0
01107,0.0,2.0,0.0,2.0,0.0,500.0
01108,22.0,8.0,236.0,26.0,15096.0,4271.0
01109,6.0,5.0,18.0,5.0,6580.0,1350.0
01110,2.0,0.0,87.0,0.0,1735.0,0.0
01118,15.0,1.0,255.0,4.0,5379.0,160.0
01119,3.0,1.0,27.0,10.0,801.0,135.0
01123,1.0,0.0,1.0,0.0,25.0,0.0
01128,2.0,0.0,12.0,0.0,875.0,0.0
01129,5.0,0.0,27.0,0.0,2048.0,0.0
01151,1.0,0.0,1.0,0.0,27.0,0.0
01170,2.0,0.0,28.0,0.0,11550.0,0.0
01178,1.0,0.0,7.0,0.0,1375.0,0.0
01180,5.0,0.0,21.0,0.0,1199.0,0.0
01190,1.0,0.0,8.0,0.0,2000.0,0.0
01200,2.0,0.0,18.0,0.0,823.0,0.0
01201,55.0,12.0,628.0,58.0,25716.0,10450.0
01202,2.0,2.0,2.0,5.0,515.0,129.0
01205,1.0,0.0,2.0,0.0,77.0,0.0
01210,3.0,0.0,14.0,0.0,960.0,0.0
01211,1.0,0.0,6.0,0.0,938.0,0.0
01213,1.0,0.0,29.0,0.0,1484.0,0.0
01220,8.0,0.0,59.0,0.0,2160.0,0.0
01222,4.0,0.0,48.0,0.0,2119.0,0.0
01223,16.0,2.0,205.0,4.0,10103.0,1300.0
01224,1.0,0.0,1.0,0.0,99.0,0.0
01225,5.0,0.0,16.0,0.0,423.0,0.0
01226,4.0,5.0,37.0,28.0,3764.0,771.0
01227,1.0,1.0,29.0,2.0,1730.0,1800.0
01229,1.0,1.0,1.0,2.0,35.0,201.0
01230,60.0,27.0,933.0,98.0,44475.0,17651.0
01231,1.0,0.0,22.0,0.0,1165.0,0.0
01234,3.0,0.0,3.0,0.0,1150.0,0.0
01235,4.0,3.0,22.0,11.0,778.0,2184.0
01236,14.0,1.0,196.0,2.0,8951.0,750.0
01237,6.0,0.0,72.0,0.0,7747.0,0.0
01238,13.0,2.0,188.0,12.0,4698.0,248.0
01240,17.0,19.0,241.0,51.0,23452.0,11552.0
01243,5.0,0.0,83.0,0.0,7394.0,0.0
01244,3.0,0.0,21.0,0.0,1085.0,0.0
01245,8.0,1.0,36.0,1.0,2191.0,1000.0
01247,20.0,2.0,167.0,3.0,4975.0,75.0
01253,4.0,0.0,7.0,0.0,665.0,0.0
01254,5.0,4.0,64.0,17.0,3440.0,4108.0
01255,1.0,1.0,1.0,1.0,30.0,250.0
01256,4.0,0.0,41.0,0.0,902.0,0.0
01257,16.0,4.0,154.0,12.0,9612.0,7456.0
01258,3.0,0.0,7.0,0.0,360.0,0.0
01259,2.0,1.0,16.0,4.0,597.0,400.0
01260,2.0,0.0,7.0,0.0,1141.0,0.0
01262,7.0,11.0,56.0,30.0,3274.0,2190.0
01264,3.0,4.0,12.0,6.0,450.0,1444.0
01266,10.0,10.0,122.0,38.0,8469.0,4131.0
01267,48.0,24.0,529.0,90.0,44817.0,11586.0
01270,8.0,0.0,124.0,0.0,4630.0,0.0
01277,1.0,0.0,1.0,0.0,100.0,0.0
01280,1.0,0.0,6.0,0.0,654.0,0.0
01299,2.0,0.0,9.0,0.0,1127.0,0.0
01301,94.0,8.0,1096.0,20.0,39385.0,1595.0
01302,3.0,1.0,7.0,3.0,525.0,151.0
01309,1.0,0.0,2.0,0.0,1000.0,0.0
01330,32.0,6.0,674.0,47.0,29335.0,1206.0
01331,12.0,2.0,129.0,10.0,2517.0,250.0
01337,13.0,2.0,58.0,6.0,1831.0,2400.0
01338,1.0,1.0,9.0,4.0,312.0,247.0
01339,9.0,1.0,106.0,9.0,4991.0,111.0
01340,11.0,0.0,106.0,0.0,4902.0,0.0
01341,23.0,5.0,176.0,21.0,6599.0,2938.0
01342,14.0,1.0,185.0,6.0,7904.0,1300.0
01344,8.0,2.0,106.0,2.0,7235.0,75.0
01346,3.0,0.0,47.0,0.0,1265.0,0.0
01347,1.0,0.0,18.0,0.0,981.0,0.0
01349,3.0,2.0,35.0,4.0,1095.0,158.0
01351,39.0,5.0,429.0,18.0,22355.0,1446.0
01354,10.0,0.0,151.0,0.0,6289.0,0.0
01355,6.0,0.0,18.0,0.0,994.0,0.0
01356,1.0,0.0,4.0,0.0,105.0,0.0
01360,25.0,4.0,260.0,6.0,13561.0,1066.0
01364,18.0,2.0,134.0,11.0,5123.0,775.0
01366,11.0,1.0,240.0,9.0,14869.0,400.0
01367,1.0,0.0,2.0,0.0,500.0,0.0
01368,1.0,0.0,35.0,0.0,485.0,0.0
01370,39.0,4.0,393.0,7.0,18795.0,2650.0
01373,15.0,5.0,165.0,15.0,8802.0,994.0
01375,18.0,4.0,113.0,9.0,3726.0,2315.0
01376,15.0,0.0,131.0,0.0,5495.0,0.0
01378,5.0,0.0,80.0,0.0,2919.0,0.0
01379,20.0,2.0,117.0,4.0,4876.0,1100.0
01415,1.0,0.0,2.0,0.0,20.0,0.0
01420,29.0,4.0,182.0,7.0,15826.0,1019.0
01430,11.0,1.0,93.0,16.0,9045.0,279.0
01431,7.0,2.0,58.0,3.0,1765.0,125.0
01432,13.0,0.0,119.0,0.0,5455.0,0.0
01434,3.0,0.0,8.0,0.0,190.0,0.0
01436,3.0,1.0,17.0,3.0,446.0,200.0
01440,21.0,2.0,239.0,7.0,12225.0,152.0
01446,1.0,0.0,7.0,0.0,325.0,0.0
01450,32.0,8.0,284.0,42.0,15421.0,2246.0
01451,31.0,14.0,440.0,23.0,27456.0,10178.0
01452,8.0,2.0,31.0,5.0,987.0,332.0
01453,39.0,7.0,374.0,25.0,18709.0,5478.0
01454,1.0,0.0,1.0,0.0,400.0,0.0
01456,1.0,0.0,3.0,0.0,750.0,0.0
01460,27.0,8.0,249.0,15.0,12891.0,5176.0
01462,15.0,4.0,128.0,10.0,3773.0,855.0
01463,12.0,5.0,86.0,23.0,3068.0,346.0
01464,4.0,1.0,8.0,5.0,942.0,70.0
01467,2.0,1.0,4.0,1.0,600.0,2700.0
01468,6.0,1.0,73.0,1.0,2594.0,58.0
01469,13.0,2.0,131.0,14.0,5130.0,141.0
01472,0.0,1.0,0.0,4.0,0.0,100.0
01473,9.0,1.0,130.0,2.0,2273.0,38.0
01474,2.0,0.0,7.0,0.0,407.0,0.0
01475,8.0,0.0,42.0,0.0,3011.0,0.0
01501,6.0,3.0,58.0,5.0,4508.0,185.0
01503,4.0,4.0,20.0,22.0,841.0,903.0
01504,3.0,2.0,19.0,8.0,621.0,104.0
01505,11.0,1.0,95.0,1.0,6694.0,250.0
01506,3.0,1.0,26.0,7.0,866.0,208.0
01507,21.0,2.0,194.0,7.0,8328.0,625.0
01508,1.0,0.0,2.0,0.0,20.0,0.0
01510,18.0,8.0,149.0,21.0,7417.0,4734.0
01515,1.0,0.0,1.0,0.0,200.0,0.0
01516,11.0,0.0,168.0,0.0,5907.0,0.0
01518,6.0,2.0,59.0,2.0,2889.0,5400.0
01519,15.0,3.0,308.0,4.0,16576.0,188.0
01520,27.0,11.0,410.0,16.0,22086.0,2950.0
01521,3.0,0.0,44.0,0.0,767.0,0.0
01522,6.0,0.0,53.0,0.0,1601.0,0.0
01523,12.0,4.0,106.0,12.0,4090.0,2100.0
01524,6.0,1.0,72.0,1.0,3605.0,100.0
01527,15.0,3.0,111.0,9.0,7888.0,197.0
01529,2.0,0.0,22.0,0.0,471.0,0.0
01531,7.0,0.0,89.0,0.0,9095.0,0.0
01532,28.0,6.0,339.0,8.0,13258.0,4560.0
01534,6.0,1.0,22.0,2.0,3518.0,50.0
01535,8.0,0.0,232.0,0.0,7351.0,0.0
01536,11.0,1.0,50.0,2.0,1475.0,200.0
01537,3.0,0.0,46.0,0.0,6445.0,0.0
01540,6.0,1.0,12.0,2.0,4990.0,125.0
01541,12.0,4.0,55.0,15.0,7830.0,1385.0
01542,6.0,2.0,186.0,4.0,2114.0,600.0
01543,9.0,1.0,320.0,1.0,8466.0,50.0
01545,50.0,35.0,434.0,124.0,19886.0,28649.0
01550,12.0,1.0,94.0,1.0,4256.0,500.0
01560,5.0,1.0,40.0,4.0,3707.0,45.0
01561,1.0,0.0,2.0,0.0,100.0,0.0
01562,8.0,4.0,20.0,11.0,1637.0,889.0
01564,14.0,2.0,232.0,7.0,10971.0,188.0
01566,12.0,7.0,257.0,19.0,11179.0,675.0
01568,9.0,6.0,134.0,18.0,3139.0,7310.0
01569,10.0,3.0,77.0,7.0,2842.0,1750.0
01570,12.0,4.0,107.0,7.0,8054.0,326.0
01571,7.0,1.0,61.0,7.0,2937.0,135.0
01581,31.0,11.0,243.0,45.0,18774.0,4118.0
01583,13.0,1.0,245.0,1.0,8342.0,74.0
01585,4.0,1.0,8.0,6.0,252.0,225.0
01588,6.0,3.0,83.0,24.0,4521.0,6050.0
01590,7.0,5.0,58.0,24.0,1613.0,1955.0
01602,43.0,11.0,503.0,33.0,21506.0,6379.0
01603,12.0,3.0,152.0,22.0,4738.0,2142.0
01604,14.0,4.0,68.0,5.0,3881.0,1100.0
01605,13.0,4.0,83.0,23.0,1926.0,509.0
01606,25.0,4.0,283.0,11.0,20776.0,1556.0
01607,4.0,1.0,34.0,4.0,2178.0,325.0
01608,3.0,1.0,6.0,1.0,609.0,250.0
01609,34.0,8.0,502.0,25.0,18597.0,4219.0
01610,10.0,4.0,67.0,13.0,5387.0,1639.0
01611,1.0,1.0,3.0,1.0,250.0,1000.0
01612,11.0,1.0,51.0,4.0,3614.0,350.0
01613,3.0,1.0,24.0,1.0,1023.0,2700.0
01630,1.0,0.0,1.0,0.0,250.0,0.0
01652,1.0,0.0,13.0,0.0,580.0,0.0
01701,58.0,34.0,453.0,73.0,29515.0,22081.0
01702,31.0,17.0,339.0,68.0,15129.0,13479.0
01703,0.0,1.0,0.0,1.0,0.0,2500.0
01705,0.0,1.0,0.0,10.0,0.0,98.0
01718,1.0,0.0,5.0,0.0,154.0,0.0
01719,18.0,4.0,266.0,5.0,11269.0,499.0
01720,76.0,44.0,1012.0,167.0,48290.0,23179.0
01721,27.0,10.0,259.0,84.0,11375.0,2105.0
01722,1.0,0.0,5.0,0.0,130.0,0.0
01723,1.0,0.0,5.0,0.0,55.0,0.0
01730,37.0,21.0,553.0,71.0,31658.0,9965.0
01731,1.0,0.0,17.0,0.0,528.0,0.0
01740,19.0,5.0,231.0,13.0,13513.0,2450.0
01741,39.0,21.0,437.0,44.0,30890.0,17337.0
01742,114.0,83.0,1116.0,188.0,110763.0,114603.0
01745,1.0,0.0,1.0,0.0,100.0,0.0
01746,20.0,7.0,100.0,20.0,5736.0,5559.0
01747,6.0,4.0,58.0,12.0,2771.0,2535.0
01748,19.0,11.0,173.0,33.0,9747.0,10259.0
01749,42.0,9.0,558.0,24.0,30057.0,1838.0
01752,30.0,12.0,402.0,33.0,20667.0,3134.0
01754,43.0,3.0,557.0,20.0,18902.0,220.0
01756,7.0,0.0,161.0,0.0,8954.0,0.0
01757,30.0,3.0,330.0,5.0,15227.0,114.0
01759,1.0,0.0,6.0,0.0,1500.0,0.0
01760,82.0,32.0,863.0,143.0,42108.0,15160.0
01770,15.0,13.0,155.0,24.0,12273.0,8135.0
01772,16.0,13.0,107.0,24.0,5854.0,19235.0
01773,67.0,54.0,688.0,128.0,70242.0,48153.0
01775,19.0,7.0,164.0,30.0,15806.0,4004.0
01776,55.0,35.0,693.0,94.0,34013.0,20376.0
01778,65.0,51.0,783.0,93.0,52794.0,57222.0
01801,47.0,13.0,665.0,49.0,18844.0,2019.0
01803,26.0,14.0,247.0,55.0,16466.0,3538.0
01807,1.0,0.0,1.0,0.0,200.0,0.0
01810,74.0,36.0,670.0,77.0,40732.0,28469.0
01821,38.0,6.0,276.0,8.0,16314.0,2429.0
01824,41.0,13.0,588.0,50.0,20736.0,7042.0
01826,17.0,4.0,186.0,18.0,8468.0,512.0
01827,7.0,0.0,37.0,0.0,4235.0,0.0
01830,26.0,4.0,259.0,18.0,16749.0,386.0
01832,14.0,3.0,103.0,29.0,6868.0,532.0
01833,15.0,2.0,185.0,7.0,13488.0,2820.0
01834,13.0,1.0,63.0,1.0,5799.0,25.0
01835,11.0,6.0,100.0,27.0,6083.0,800.0
01840,6.0,0.0,40.0,0.0,1621.0,0.0
01841,5.0,4.0,89.0,4.0,5866.0,569.0
01843,5.0,2.0,39.0,7.0,1738.0,385.0
01844,31.0,14.0,251.0,39.0,9782.0,2140.0
01845,37.0,14.0,418.0,32.0,26885.0,9808.0
01847,1.0,0.0,3.0,0.0,600.0,0.0
01850,12.0,2.0,274.0,13.0,7988.0,284.0
01851,18.0,1.0,146.0,12.0,6609.0,260.0
01852,30.0,12.0,396.0,21.0,21827.0,11586.0
01853,1.0,0.0,1.0,0.0,24.0,0.0
01854,19.0,3.0,415.0,9.0,12419.0,1293.0
01860,10.0,5.0,170.0,8.0,5575.0,3395.0
01862,5.0,2.0,38.0,4.0,3558.0,225.0
01863,16.0,4.0,235.0,10.0,12730.0,800.0
01864,15.0,5.0,181.0,13.0,22653.0,861.0
01866,1.0,0.0,2.0,0.0,100.0,0.0
01867,34.0,16.0,458.0,44.0,14703.0,2882.0
01876,15.0,9.0,157.0,16.0,5092.0,8635.0
01879,13.0,1.0,99.0,3.0,4856.0,110.0
01880,25.0,18.0,201.0,73.0,23437.0,7727.0
01885,1.0,0.0,22.0,0.0,726.0,0.0
01886,43.0,16.0,349.0,51.0,34932.0,10464.0
01887,18.0,5.0,205.0,17.0,10238.0,2452.0
01890,54.0,63.0,520.0,158.0,36242.0,73609.0
01901,2.0,0.0,3.0,0.0,120.0,0.0
01902,21.0,9.0,322.0,21.0,7565.0,1492.0
01903,0.0,1.0,0.0,12.0,0.0,198.0
01904,19.0,5.0,347.0,38.0,7208.0,601.0
01905,12.0,1.0,300.0,7.0,10819.0,149.0
01906,11.0,7.0,109.0,38.0,3531.0,3861.0
01907,19.0,21.0,255.0,84.0,15255.0,17803.0
01908,17.0,5.0,165.0,7.0,14914.0,5700.0
01913,30.0,6.0,351.0,23.0,10402.0,3539.0
01915,77.0,25.0,886.0,81.0,38301.0,10474.0
01921,23.0,10.0,242.0,36.0,11764.0,5267.0
01922,5.0,2.0,19.0,2.0,348.0,1500.0
01923,26.0,11.0,234.0,17.0,10283.0,12814.0
01929,19.0,3.0,168.0,4.0,12530.0,900.0
01930,96.0,39.0,845.0,181.0,39318.0,20588.0
01931,6.0,1.0,35.0,4.0,5143.0,300.0
01936,0.0,1.0,0.0,3.0,0.0,450.0
01938,45.0,12.0,572.0,35.0,30606.0,7240.0
01940,7.0,10.0,25.0,23.0,1774.0,3769.0
