,zip,CAND,TRANSACTION_AMT
1087,02482,H.C.,57600
1088,02483,B.S.,1015
1089,02492,B.S.,60373
1090,02492,H.C.,64064
1091,02493,B.S.,33263
1092,02493,H.C.,118957
1093,02494,B.S.,13147
1094,02494,H.C.,19128
1095,02500,B.S.,150
1096,02532,B.S.,6596
1097,02532,H.C.,4100
1098,02534,B.S.,1185
1099,02534,H.C.,50
1100,02535,B.S.,24389
1101,02535,H.C.,37868
1102,02536,B.S.,33492
1103,02536,H.C.,4950
1104,02537,B.S.,12247
1105,02537,H.C.,4704
1106,02538,B.S.,345
1107,02539,B.S.,9335
1108,02539,H.C.,26405
1109,02540,B.S.,15947
1110,02540,H.C.,7009
1111,02541,B.S.,135
1112,02543,B.S.,7845
1113,02543,H.C.,1000
1114,02552,B.S.,50
1115,02553,B.S.,365
1116,02553,H.C.,125
1117,02554,B.S.,23951
1118,02554,H.C.,36821
1119,02555,B.S.,200
1120,02556,B.S.,9975
1121,02556,H.C.,1895
1122,02557,B.S.,5769
1123,02557,H.C.,4446
1124,02558,B.S.,1187
1125,02559,B.S.,3729
1126,02559,H.C.,20
1127,02561,H.C.,75
1128,02562,H.C.,78
1129,02563,B.S.,6899
1130,02563,H.C.,1069
1131,02564,B.S.,627
1132,02564,H.C.,5938
1133,02568,B.S.,31936
1134,02568,H.C.,15725
1135,02569,B.S.,100
1136,02571,B.S.,4442
1137,02571,H.C.,50
1138,02574,B.S.,657
1139,02574,H.C.,250
1140,02575,B.S.,13214
1141,02575,H.C.,10655
1142,02576,B.S.,1334
1143,02584,B.S.,2339
1144,02584,H.C.,4020
1145,02598,B.S.,608
1146,02600,B.S.,1163
1147,02601,B.S.,3423
1148,02601,H.C.,1021
1149,02607,B.S.,65
1150,02630,B.S.,2147
1151,02630,H.C.,750
1152,02631,B.S.,14971
1153,02631,H.C.,22303
1154,02632,B.S.,7544
1155,02632,H.C.,2683
1156,02633,B.S.,7439
1157,02633,H.C.,11450
1158,02635,B.S.,2118
1159,02635,H.C.,7891
1160,02637,B.S.,1378
1161,02637,H.C.,150
1162,02638,B.S.,3644
1163,02638,H.C.,805
1164,02639,B.S.,2347
1165,02639,H.C.,833
1166,02641,B.S.,50
1167,02641,H.C.,114
1168,02642,B.S.,10816
1169,02642,H.C.,288
1170,02643,B.S.,4552
1171,02643,H.C.,1550
1172,02644,B.S.,920
1173,02645,B.S.,21898
1174,02645,H.C.,2381
1175,02646,B.S.,1132
1176,02646,H.C.,2700
1177,02647,H.C.,35
1178,02648,B.S.,8754
1179,02648,H.C.,382
1180,02649,B.S.,8165
1181,02649,H.C.,3053
1182,02650,B.S.,1754
1183,02651,B.S.,3969
1184,02651,H.C.,295
1185,02652,B.S.,1396
1186,02652,H.C.,708
1187,02653,B.S.,3920
1188,02653,H.C.,6868
1189,02654,B.S.,500
1190,02655,B.S.,3135
1191,02655,H.C.,4450
1192,02657,B.S.,9718
1193,02657,H.C.,123180
1194,02659,B.S.,1321
1195,02659,H.C.,50
1196,02660,B.S.,1391
1197,02660,H.C.,636
1198,02661,B.S.,339
1199,02662,B.S.,7602
1200,02662,H.C.,169
1201,02663,B.S.,2146
1202,02663,H.C.,375
1203,02664,B.S.,5532
1204,02664,H.C.,871
1205,02666,B.S.,8810
1206,02666,H.C.,7650
1207,02667,B.S.,21061
1208,02667,H.C.,4388
1209,02668,B.S.,7711
1210,02668,H.C.,505
1211,02669,B.S.,45
1212,02670,B.S.,1398
1213,02670,H.C.,75
1214,02671,B.S.,549
1215,02671,H.C.,139
1216,02673,B.S.,7542
1217,02673,H.C.,7623
1218,02675,B.S.,4458
1219,02675,H.C.,5722
1220,02702,B.S.,486
1221,02703,B.S.,19611
1222,02703,H.C.,1663
1223,02705,B.S.,281
1224,02715,B.S.,600
1225,02715,H.C.,398
1226,02717,B.S.,150
1227,02718,B.S.,1868
1228,02718,H.C.,25
1229,02719,B.S.,5835
1230,02720,B.S.,4901
1231,02720,H.C.,1685
1232,02721,B.S.,4219
1233,02721,H.C.,5
1234,02722,H.C.,2700
1235,02723,B.S.,677
1236,02723,H.C.,700
1237,02724,B.S.,363
1238,02724,H.C.,1050
1239,02725,B.S.,27
1240,02725,H.C.,25
1241,02726,B.S.,1139
1242,02726,H.C.,1551
1243,02738,B.S.,6386
1244,02738,H.C.,11341
1245,02739,B.S.,6324
1246,02739,H.C.,8587
1247,02740,B.S.,12957
1248,02740,H.C.,780
1249,02742,B.S.,2220
1250,02743,B.S.,377
1251,02743,H.C.,50
1252,02744,B.S.,1002
1253,02745,B.S.,2233
1254,02745,H.C.,852
1255,02746,B.S.,777
1256,02747,B.S.,3012
1257,02747,H.C.,318
1258,02748,B.S.,12789
1259,02748,H.C.,9060
1260,02760,B.S.,4413
1261,02760,H.C.,4801
1262,02762,B.S.,3864
1263,02762,H.C.,2750
1264,02763,B.S.,166
1265,02764,B.S.,1780
1266,02764,H.C.,2725
1267,02766,B.S.,10718
1268,02766,H.C.,4889
1269,02767,B.S.,3945
1270,02767,H.C.,5758
1271,02769,B.S.,6894
1272,02769,H.C.,6852
1273,02770,B.S.,11718
1274,02770,H.C.,1250
1275,02771,B.S.,9222
1276,02771,H.C.,1440
1277,02777,B.S.,2017
1278,02777,H.C.,1163
1279,02779,B.S.,2999
1280,02779,H.C.,2346
1281,02780,B.S.,14324
1282,02780,H.C.,10865
1283,02790,B.S.,14316
1284,02790,H.C.,5532
1285,02791,B.S.,3306
1286,02791,H.C.,520
1287,02802,B.S.,200
1288,02802,H.C.,20
1289,02804,B.S.,1067
1290,02806,B.S.,17630
1291,02806,H.C.,46466
1292,02807,B.S.,12957
1293,02807,H.C.,2133
1294,02809,B.S.,12296
1295,02809,H.C.,18937
1296,02812,B.S.,1314
1297,02813,B.S.,7394
1298,02813,H.C.,4951
1299,02814,B.S.,3706
1300,02814,H.C.,5750
1301,02815,B.S.,1318
1302,02816,B.S.,5074
1303,02816,H.C.,8268
1304,02817,B.S.,204
1305,02818,B.S.,24368
1306,02818,H.C.,68089
1307,02820,B.S.,50
1308,02822,B.S.,1202
1309,02822,H.C.,3575
1310,02825,B.S.,928
1311,02825,H.C.,7900
1312,02827,B.S.,100
1313,02827,H.C.,283
1314,02828,B.S.,1234
1315,02828,H.C.,2250
1316,02829,B.S.,1119
1317,02830,B.S.,918
1318,02830,H.C.,148
1319,02831,B.S.,995
1320,02831,H.C.,1152
1321,02832,B.S.,3041
1322,02835,B.S.,11033
1323,02835,H.C.,20410
1324,02837,B.S.,22538
1325,02837,H.C.,3650
1326,02838,B.S.,37
1327,02838,H.C.,510
1328,02839,H.C.,151
1329,02840,B.S.,51045
1330,02840,H.C.,31300
1331,02841,B.S.,127
1332,02842,B.S.,10229
1333,02842,H.C.,11936
1334,02850,B.S.,2165
1335,02852,B.S.,30574
1336,02852,H.C.,22643
1337,02853,B.S.,250
1338,02857,B.S.,4729
1339,02857,H.C.,115
1340,02859,B.S.,2766
1341,02859,H.C.,5
1342,02860,B.S.,13924
1343,02860,H.C.,5288
1344,02861,B.S.,2776
1345,02861,H.C.,1429
1346,02864,B.S.,8196
1347,02864,H.C.,5705
1348,02865,B.S.,3426
1349,02865,H.C.,21939
1350,02871,B.S.,8580
1351,02871,H.C.,13698
1352,02872,B.S.,27
1353,02874,B.S.,7820
1354,02874,H.C.,3230
1355,02875,B.S.,108
1356,02876,B.S.,35
1357,02876,H.C.,50
1358,02877,B.S.,762
1359,02878,B.S.,10333
1360,02878,H.C.,4700
1361,02879,B.S.,31283
1362,02879,H.C.,9409
1363,02880,H.C.,400
1364,02881,B.S.,3519
1365,02881,H.C.,7555
1366,02882,B.S.,25176
1367,02882,H.C.,10205
1368,02885,B.S.,10362
1369,02885,H.C.,3025
1370,02886,B.S.,10886
1371,02886,H.C.,27832
1372,02888,B.S.,11575
1373,02888,H.C.,2007
1374,02889,B.S.,12254
1375,02889,H.C.,13003
1376,02891,B.S.,11566
1377,02891,H.C.,8726
1378,02892,B.S.,11716
1379,02892,H.C.,7581
1380,02893,B.S.,3902
1381,02893,H.C.,977
1382,02894,B.S.,3202
1383,02895,B.S.,5677
1384,02895,H.C.,2615
1385,02896,B.S.,4679
1386,02896,H.C.,178
1387,02898,B.S.,275
1388,02903,B.S.,21884
1389,02903,H.C.,60671
1390,02904,B.S.,6913
1391,02904,H.C.,3596
1392,02905,B.S.,10714
1393,02905,H.C.,5434
1394,02906,B.S.,69276
1395,02906,H.C.,134309
1396,02907,B.S.,4431
1397,02907,H.C.,3115
1398,02908,B.S.,18157
1399,02908,H.C.,2858
1400,02909,B.S.,12813
1401,02909,H.C.,4285
1402,02910,B.S.,6194
1403,02910,H.C.,9141
1404,02911,B.S.,4400
1405,02911,H.C.,250
1406,02912,B.S.,3119
1407,02912,H.C.,2863
1408,02914,B.S.,2105
1409,02914,H.C.,2726
1410,02915,B.S.,10701
1411,02915,H.C.,1073
1412,02916,B.S.,4912
1413,02916,H.C.,5759
1414,02917,B.S.,343
1415,02917,H.C.,3999
1416,02918,B.S.,270
1417,02918,H.C.,25
1418,02919,B.S.,3215
1419,02919,H.C.,6730
1420,02920,B.S.,17140
1421,02920,H.C.,17802
1422,02921,B.S.,1119
1423,02921,H.C.,18054
1424,02940,B.S.,1500
1425,02940,H.C.,2700
1426,02956,B.S.,71
1427,03000,B.S.,7
1428,03007,B.S.,250
1429,03012,B.S.,250
1430,03031,B.S.,13240
1431,03031,H.C.,6482
1432,03032,B.S.,5980
1433,03032,H.C.,750
1434,03033,B.S.,2688
1435,03033,H.C.,438
1436,03034,B.S.,1597
1437,03034,H.C.,3200
1438,03036,B.S.,14290
1439,03036,H.C.,303
1440,03037,B.S.,6944
1441,03037,H.C.,413
1442,03038,B.S.,22161
1443,03038,H.C.,3586
1444,03042,B.S.,11759
1445,03042,H.C.,928
1446,03043,B.S.,3952
1447,03043,H.C.,10
1448,03044,B.S.,462
1449,03045,B.S.,9169
1450,03045,H.C.,1202
1451,03046,B.S.,284
1452,03046,H.C.,295
1453,03047,B.S.,1070
1454,03048,B.S.,2022
1455,03049,B.S.,12569
1456,03049,H.C.,982
1457,03051,B.S.,6825
1458,03051,H.C.,1697
1459,03052,B.S.,2754
1460,03052,H.C.,519
1461,03053,B.S.,19536
1462,03053,H.C.,4721
1463,03054,B.S.,14578
1464,03054,H.C.,1032
1465,03055,B.S.,9626
1466,03055,H.C.,750
1467,03056,B.S.,335
1468,03057,B.S.,2813
1469,03057,H.C.,318
1470,03060,B.S.,12185
1471,03060,H.C.,742
1472,03061,B.S.,950
1473,03062,B.S.,22062
1474,03062,H.C.,3962
1475,03063,B.S.,34838
1476,03063,H.C.,451
1477,03064,B.S.,4557
1478,03064,H.C.,356
1479,03065,B.S.,1000
1480,03066,B.S.,384
1481,03070,B.S.,6825
1482,03070,H.C.,2785
1483,03071,B.S.,6388
1484,03076,B.S.,6523
1485,03076,H.C.,219
1486,03077,B.S.,4465
1487,03077,H.C.,257
1488,03079,B.S.,11121
1489,03079,H.C.,2014
1490,03082,B.S.,646
1491,03084,B.S.,9503
1492,03084,H.C.,1770
1493,03086,B.S.,16931
1494,03087,B.S.,8219
1495,03087,H.C.,9620
1496,03089,B.S.,237
1497,03101,B.S.,5322
1498,03101,H.C.,25
1499,03102,B.S.,17732
1500,03102,H.C.,186
1501,03103,B.S.,17275
1502,03103,H.C.,825
1503,03104,B.S.,21682
1504,03104,H.C.,20203
1505,03106,B.S.,5699
1506,03106,H.C.,2828
1507,03108,H.C.,10
1508,03109,B.S.,1984
1509,03109,H.C.,370
1510,03110,B.S.,21591
1511,03110,H.C.,7479
1512,03127,B.S.,500
1513,03130,B.S.,127
1514,03146,B.S.,215
1515,03161,B.S.,100
1516,03182,B.S.,45
1517,03183,B.S.,647
1518,03194,B.S.,250
1519,03215,B.S.,600
1520,03215,H.C.,50
1521,03216,B.S.,12968
1522,03217,B.S.,3192
1523,03217,H.C.,475
1524,03218,B.S.,687
1525,03220,B.S.,1763
1526,03220,H.C.,40
1527,03221,B.S.,2594
1528,03221,H.C.,201
1529,03222,B.S.,3274
1530,03222,H.C.,1425
1531,03223,B.S.,5337
1532,03224,B.S.,7052
1533,03224,H.C.,3835
1534,03225,B.S.,1534
1535,03226,B.S.,4831
1536,03226,H.C.,250
1537,03227,B.S.,5336
1538,03227,H.C.,4555
1539,03229,B.S.,14259
1540,03229,H.C.,1153
1541,03230,B.S.,941
1542,03231,B.S.,741
1543,03233,B.S.,853
1544,03234,B.S.,1702
1545,03234,H.C.,650
1546,03235,B.S.,2446
1547,03237,B.S.,469
1548,03237,H.C.,2953
1549,03240,B.S.,774
1550,03241,B.S.,434
1551,03241,H.C.,250
1552,03242,B.S.,9544
1553,03242,H.C.,1100
1554,03243,B.S.,2140
1555,03244,B.S.,6012
1556,03245,B.S.,5964
1557,03245,H.C.,26850
1558,03246,B.S.,6737
1559,03246,H.C.,2766
1560,03247,B.S.,305
1561,03249,B.S.,7792
1562,03249,H.C.,325
1563,03251,B.S.,3162
1564,03251,H.C.,62
1565,03253,B.S.,7509
1566,03253,H.C.,2900
1567,03254,B.S.,2737
1568,03254,H.C.,150
1569,03255,B.S.,4474
1570,03256,B.S.,2809
1571,03256,H.C.,293
1572,03257,B.S.,7645
1573,03257,H.C.,8363
1574,03258,B.S.,1060
1575,03258,H.C.,100
1576,03259,B.S.,4423
1577,03260,B.S.,11300
1578,03260,H.C.,580
1579,03261,B.S.,3452
1580,03262,B.S.,27
1581,03263,B.S.,1655
1582,03263,H.C.,50
1583,03264,B.S.,17475
1584,03264,H.C.,430
1585,03266,B.S.,3183
1586,03268,B.S.,2022
1587,03269,B.S.,5194
1588,03269,H.C.,789
1589,03273,H.C.,100
1590,03275,B.S.,5249
1591,03276,B.S.,10264
1592,03276,H.C.,397
1593,03278,B.S.,8260
1594,03278,H.C.,3106
1595,03279,B.S.,1368
1596,03280,B.S.,3171
1597,03281,B.S.,10882
1598,03281,H.C.,493
1599,03282,B.S.,750
1600,03284,B.S.,97
1601,03284,H.C.,148
1602,03285,B.S.,495
1603,03287,B.S.,3212
1604,03287,H.C.,1002
1605,03290,B.S.,8562
1606,03291,B.S.,50
1607,03293,B.S.,470
1608,03293,H.C.,500
1609,03300,B.S.,157
1610,03301,B.S.,38763
1611,03301,H.C.,44612
1612,03302,B.S.,1840
1613,03302,H.C.,49
1614,03303,B.S.,13038
1615,03303,H.C.,1413
1616,03304,B.S.,10196
1617,03304,H.C.,2231
1618,03307,B.S.,2098
1619,03307,H.C.,536
1620,03431,B.S.,42700
1621,03431,H.C.,13599
1622,03433,B.S.,250
1623,03440,B.S.,4674
1624,03441,B.S.,168
1625,03442,B.S.,767
1626,03443,B.S.,731
1627,03444,B.S.,6617
1628,03444,H.C.,1285
1629,03445,B.S.,1950
1630,03445,H.C.,150
1631,03446,B.S.,753
1632,03446,H.C.,381
1633,03447,B.S.,1239
1634,03447,H.C.,133
1635,03448,B.S.,1238
1636,03449,B.S.,15109
1637,03449,H.C.,3115
1638,03450,B.S.,4722
1639,03451,B.S.,2250
1640,03452,B.S.,14257
1641,03452,H.C.,938
1642,03455,B.S.,7516
1643,03456,B.S.,113
1644,03457,B.S.,8665
1645,03458,B.S.,30669
1646,03458,H.C.,5780
1647,03461,B.S.,7673
1648,03461,H.C.,200
1649,03462,B.S.,3682
1650,03462,H.C.,3587
1651,03464,B.S.,658
1652,03465,B.S.,587
1653,03466,B.S.,1379
1654,03466,H.C.,40
1655,03467,B.S.,2392
1656,03467,H.C.,370
1657,03470,B.S.,4156
1658,03470,H.C.,173
1659,03520,B.S.,27
1660,03561,B.S.,18817
1661,03561,H.C.,1000
1662,03570,B.S.,1331
1663,03570,H.C.,25
1664,03574,B.S.,22797
1665,03574,H.C.,500
1666,03575,B.S.,275
1667,03576,B.S.,497
1668,03580,B.S.,9408
1669,03580,H.C.,765
1670,03581,B.S.,3130
1671,03582,B.S.,457
1672,03583,B.S.,4268
1673,03584,B.S.,8496
1674,03584,H.C.,625
1675,03585,B.S.,2974
1676,03585,H.C.,10
1677,03586,B.S.,7443
1678,03588,B.S.,572
1679,03588,H.C.,10
1680,03593,B.S.,2525
1681,03595,B.S.,267
1682,03598,B.S.,3617
1683,03598,H.C.,1625
1684,03601,B.S.,812
1685,03601,H.C.,300
1686,03602,B.S.,6033
1687,03603,B.S.,2851
1688,03604,B.S.,20
1689,03605,B.S.,142
1690,03605,H.C.,2700
1691,03607,B.S.,415
1692,03608,B.S.,9931
1693,03608,H.C.,6004
1694,03631,B.S.,500
1695,03740,B.S.,60
1696,03741,B.S.,4866
1697,03741,H.C.,125
1698,03743,B.S.,8682
1699,03743,H.C.,1081
1700,03745,B.S.,2441
1701,03745,H.C.,3750
1702,03748,B.S.,6740
1703,03748,H.C.,699
1704,03750,B.S.,5797
1705,03750,H.C.,5395
1706,03751,B.S.,1112
1707,03752,B.S.,966
1708,03753,B.S.,7672
1709,03753,H.C.,2408
1710,03755,B.S.,71673
1711,03755,H.C.,22511
1712,03765,B.S.,108
1713,03766,B.S.,29937
1714,03766,H.C.,4015
1715,03768,B.S.,21024
1716,03768,H.C.,7100
1717,03769,B.S.,550
1718,03770,B.S.,2800
1719,03770,H.C.,1250
1720,03771,B.S.,1690
1721,03773,B.S.,9807
1722,03773,H.C.,143
1723,03774,B.S.,1938
1724,03777,B.S.,6760
1725,03777,H.C.,500
1726,03779,B.S.,2208
1727,03780,B.S.,2230
1728,03781,B.S.,2965
1729,03781,H.C.,975
1730,03782,B.S.,3577
1731,03782,H.C.,5636
1732,03784,B.S.,8091
1733,03784,H.C.,2605
1734,03785,B.S.,3038
1735,03801,B.S.,81947
1736,03801,H.C.,13500
1737,03802,B.S.,4241
1738,03802,H.C.,500
1739,03809,B.S.,5864
1740,03809,H.C.,200
1741,03810,B.S.,648
1742,03810,H.C.,250
1743,03811,B.S.,1298
1744,03811,H.C.,1850
1745,03812,H.C.,369
1746,03813,B.S.,7214
1747,03813,H.C.,550
1748,03814,B.S.,308
1749,03814,H.C.,813
1750,03816,B.S.,461
1751,03816,H.C.,1700
1752,03817,B.S.,1560
1753,03818,B.S.,1478
1754,03818,H.C.,2740
1755,03819,B.S.,804
1756,03819,H.C.,69
1757,03820,B.S.,33879
1758,03820,H.C.,14341
1759,03821,B.S.,50
1760,03821,H.C.,500
1761,03823,B.S.,879
1762,03823,H.C.,500
1763,03824,B.S.,38145
1764,03824,H.C.,3592
1765,03825,B.S.,12860
1766,03825,H.C.,394
1767,03826,B.S.,1934
1768,03827,B.S.,4700
1769,03827,H.C.,545
1770,03830,B.S.,148
1771,03832,B.S.,2577
1772,03833,B.S.,40830
1773,03833,H.C.,10011
1774,03835,B.S.,12402
1775,03835,H.C.,100
1776,03836,B.S.,2954
1777,03836,H.C.,278
1778,03837,B.S.,287
1779,03837,H.C.,273
1780,03838,B.S.,1042
1781,03838,H.C.,50
1782,03839,B.S.,2127
1783,03840,B.S.,10374
1784,03841,B.S.,9111
1785,03841,H.C.,160
1786,03842,B.S.,6309
1787,03842,H.C.,1325
1788,03843,B.S.,1050
1789,03844,B.S.,2956
1790,03844,H.C.,366
1791,03845,B.S.,1609
1792,03846,B.S.,1527
1793,03846,H.C.,438
1794,03847,B.S.,216
1795,03848,B.S.,713
1796,03848,H.C.,355
1797,03849,B.S.,1249
1798,03849,H.C.,327
1799,03850,B.S.,5774
1800,03851,B.S.,3033
1801,03852,B.S.,27
1802,03852,H.C.,100
1803,03853,B.S.,50
1804,03854,B.S.,6412
1805,03854,H.C.,351
1806,03855,B.S.,576
1807,03856,B.S.,659
1808,03857,B.S.,11353
1809,03857,H.C.,858
1810,03858,B.S.,4548
1811,03858,H.C.,75
1812,03860,B.S.,4369
1813,03860,H.C.,203
1814,03861,B.S.,19000
1815,03861,H.C.,535
1816,03862,B.S.,14223
1817,03862,H.C.,11578
1818,03864,B.S.,554
1819,03864,H.C.,200
1820,03865,B.S.,774
1821,03865,H.C.,150
1822,03866,B.S.,1252
1823,03867,B.S.,13226
1824,03867,H.C.,500
1825,03868,B.S.,2094
1826,03868,H.C.,250
1827,03869,B.S.,4904
1828,03870,B.S.,7799
1829,03870,H.C.,6961
1830,03872,B.S.,4419
1831,03873,B.S.,1294
1832,03873,H.C.,2233
1833,03874,B.S.,4816
1834,03874,H.C.,850
1835,03875,B.S.,7900
1836,03875,H.C.,145
1837,03878,B.S.,3580
1838,03878,H.C.,7708
1839,03882,B.S.,600
1840,03882,H.C.,277
1841,03883,B.S.,2597
1842,03883,H.C.,350
1843,03884,B.S.,7735
1844,03884,H.C.,15
1845,03885,B.S.,4801
1846,03885,H.C.,3747
1847,03886,B.S.,5599
1848,03886,H.C.,4950
1849,03887,B.S.,1371
1850,03894,B.S.,7892
1851,03894,H.C.,3425
1852,03896,B.S.,237
1853,03896,H.C.,600
1854,03897,B.S.,11018
1855,03901,B.S.,11619
1856,03902,B.S.,1138
1857,03902,H.C.,1677
1858,03903,B.S.,12800
1859,03903,H.C.,814
1860,03904,B.S.,9789
1861,03904,H.C.,1124
1862,03905,B.S.,8355
1863,03905,H.C.,1004
1864,03906,B.S.,3679
1865,03906,H.C.,17
1866,03907,B.S.,3525
1867,03907,H.C.,2800
1868,03908,B.S.,5303
1869,03908,H.C.,31
1870,03909,B.S.,15842
1871,03909,H.C.,9034
1872,03910,B.S.,292
1873,03910,H.C.,450
1874,03911,B.S.,1775
1875,03960,B.S.,77
1876,04001,B.S.,743
1877,04002,B.S.,240
1878,04002,H.C.,137
1879,04004,B.S.,154
1880,04005,B.S.,6934
1881,04005,H.C.,907
1882,04006,B.S.,1902
1883,04006,H.C.,200
1884,04008,B.S.,12120
1885,04009,B.S.,1223
1886,04010,B.S.,1013
1887,04011,B.S.,43781
1888,04011,H.C.,14406
1889,04014,B.S.,1100
1890,04014,H.C.,100
1891,04015,B.S.,1703
1892,04015,H.C.,335
1893,04016,B.S.,150
1894,04017,B.S.,1727
1895,04017,H.C.,123
1896,04020,B.S.,124
1897,04021,B.S.,5964
1898,04021,H.C.,11315
1899,04022,H.C.,200
1900,04027,B.S.,2586
1901,04029,B.S.,402
1902,04030,B.S.,796
1903,04030,H.C.,50
1904,04032,B.S.,15525
1905,04032,H.C.,12994
1906,04037,B.S.,6955
1907,04038,B.S.,6045
1908,04038,H.C.,848
1909,04039,B.S.,2484
1910,04039,H.C.,2396
1911,04040,B.S.,3248
1912,04040,H.C.,125
1913,04041,B.S.,254
1914,04042,B.S.,1264
1915,04043,B.S.,9147
1916,04043,H.C.,715
1917,04046,B.S.,4840
1918,04046,H.C.,4119
1919,04047,B.S.,2636
1920,04047,H.C.,60
1921,04048,B.S.,3596
1922,04049,B.S.,3875
1923,04051,B.S.,1205
1924,04052,B.S.,250
1925,04053,B.S.,916
1926,04054,H.C.,236
1927,04055,B.S.,119
1928,04056,B.S.,966
1929,04057,B.S.,2003
1930,04058,B.S.,561
1931,04061,B.S.,4319
1932,04062,B.S.,8263
1933,04062,H.C.,368
1934,04063,B.S.,142
1935,04064,B.S.,782
1936,04064,H.C.,317
1937,04065,B.S.,189
1938,04066,B.S.,4536
1939,04066,H.C.,1459
1940,04068,B.S.,1200
1941,04069,B.S.,6286
1942,04069,H.C.,50
1943,04070,B.S.,2054
1944,04071,B.S.,1566
1945,04071,H.C.,14423
1946,04072,B.S.,17682
1947,04072,H.C.,3956
1948,04073,B.S.,8488
1949,04073,H.C.,250
1950,04074,B.S.,18227
1951,04074,H.C.,14281
1952,04076,B.S.,2127
1953,04076,H.C.,10
1954,04077,H.C.,1000
1955,04078,B.S.,3653
1956,04078,H.C.,966
1957,04079,B.S.,5875
1958,04079,H.C.,2083
1959,04083,B.S.,1485
1960,04083,H.C.,55
1961,04084,B.S.,4552
1962,04084,H.C.,460
1963,04085,B.S.,2041
1964,04086,B.S.,5584
1965,04086,H.C.,2801
1966,04087,B.S.,1290
1967,04088,B.S.,945
1968,04088,H.C.,100
1969,04090,B.S.,15027
1970,04090,H.C.,933
1971,04091,B.S.,773
1972,04091,H.C.,76
1973,04092,B.S.,21153
1974,04092,H.C.,256
1975,04093,B.S.,1038
1976,04093,H.C.,260
1977,04094,B.S.,2265
1978,04095,B.S.,419
1979,04096,B.S.,10122
1980,04096,H.C.,18686
1981,04097,B.S.,7169
1982,04097,H.C.,1764
1983,04101,B.S.,64451
1984,04101,H.C.,26661
1985,04102,B.S.,53787
1986,04102,H.C.,36832
1987,04103,B.S.,35238
1988,04103,H.C.,24895
1989,04104,B.S.,4679
1990,04105,B.S.,15253
1991,04105,H.C.,22810
1992,04106,B.S.,34780
1993,04106,H.C.,6175
1994,04107,B.S.,33671
1995,04107,H.C.,42961
1996,04108,B.S.,10770
1997,04108,H.C.,2091
1998,04109,B.S.,1524
1999,04110,B.S.,3929
2000,04110,H.C.,17672
2001,04112,B.S.,100
2002,04112,H.C.,3700
2003,04116,B.S.,400
2004,04210,B.S.,15187
2005,04210,H.C.,3181
2006,04212,B.S.,500
2007,04216,B.S.,70
2008,04217,B.S.,4984
2009,04219,B.S.,54
2010,04220,B.S.,872
2011,04222,B.S.,4347
2012,04224,B.S.,3503
2013,04226,B.S.,27
2014,04231,B.S.,665
2015,04236,B.S.,1294
2016,04239,B.S.,498
2017,04239,H.C.,81
2018,04240,B.S.,11262
2019,04240,H.C.,541
2020,04250,B.S.,2422
2021,04252,B.S.,105
2022,04252,H.C.,2119
2023,04253,B.S.,497
2024,04253,H.C.,100
2025,04254,B.S.,1163
2026,04255,H.C.,126
2027,04256,B.S.,206
2028,04257,B.S.,730
2029,04259,B.S.,1450
2030,04259,H.C.,250
2031,04260,B.S.,2520
2032,04260,H.C.,3200
2033,04263,B.S.,643
2034,04265,B.S.,35
2035,04266,H.C.,25
2036,04268,B.S.,719
2037,04268,H.C.,250
2038,04270,B.S.,909
2039,04270,H.C.,371
2040,04274,B.S.,168
2041,04276,B.S.,5870
2042,04281,B.S.,1576
2043,04282,B.S.,1260
2044,04284,B.S.,3503
2045,04285,B.S.,413
2046,04287,B.S.,35
2047,04289,B.S.,1511
2048,04292,B.S.,449
2049,04294,B.S.,389
2050,04294,H.C.,950
2051,04330,B.S.,9476
2052,04330,H.C.,7716
2053,04335,B.S.,100
2054,04338,B.S.,226
2055,04341,B.S.,259
2056,04342,B.S.,6451
2057,04344,B.S.,1175
2058,04344,H.C.,11
2059,04345,B.S.,3962
2060,04345,H.C.,475
2061,04346,B.S.,1648
2062,04347,B.S.,2221
2063,04347,H.C.,1252
2064,04348,B.S.,622
2065,04348,H.C.,130
2066,04349,B.S.,789
2067,04350,B.S.,960
2068,04351,B.S.,225
2069,04352,B.S.,1506
2070,04352,H.C.,200
2071,04353,B.S.,4414
2072,04354,B.S.,741
2073,04355,B.S.,2760
2074,04357,B.S.,35
2075,04358,B.S.,1974
2076,04358,H.C.,31
2077,04360,B.S.,1810
2078,04363,B.S.,1111
2079,04364,B.S.,4417
2080,04401,B.S.,32859
2081,04401,H.C.,9473
2082,04402,B.S.,2040
2083,04412,B.S.,4291
2084,04412,H.C.,194
2085,04415,B.S.,300
2086,04416,B.S.,778
2087,04416,H.C.,138
2088,04417,B.S.,607
2089,04418,H.C.,35
2090,04419,B.S.,600
2091,04421,B.S.,691
2092,04421,H.C.,900
2093,04422,B.S.,315
2094,04424,B.S.,10
2095,04426,B.S.,594
2096,04428,B.S.,1314
2097,04429,B.S.,360
2098,04431,B.S.,100
2099,04434,B.S.,184
2100,04441,B.S.,1047
2101,04443,B.S.,358
2102,04444,B.S.,2324
2103,04444,H.C.,3067
2104,04449,B.S.,87
2105,04455,B.S.,5
2106,04455,H.C.,100
2107,04456,H.C.,94
2108,04457,B.S.,101
2109,04459,B.S.,493
2110,04461,B.S.,451
2111,04462,H.C.,177
2112,04463,B.S.,533
